title,artist,link
Reclining Female Nude (1969),Gwendoline Rodger,https://collections.ed.ac.uk/art/record/21276?highlight=*:*
November Afternoon (1982),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/99433?highlight=*:*
Forth Shore II (1985),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21801?highlight=*:*
Loading Cargo (1984),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21902?highlight=*:*
Tantallon,Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21802?highlight=*:*
Seated Male Nude (1965-1966),H Chart,https://collections.ed.ac.uk/art/record/21268?highlight=*:*
Woman with Pink Hair,H Rogers,https://collections.ed.ac.uk/art/record/21476?highlight=*:*
Figures in an Interior,H Rogers,https://collections.ed.ac.uk/art/record/21491?highlight=*:*
Death Mask (2) (1964),H. Dempshall,https://collections.ed.ac.uk/art/record/21649?highlight=*:*
Bridge at Night,H. Livingstone,https://collections.ed.ac.uk/art/record/22535?highlight=*:*
That's a Novel Concept (2007),Hannah Jasper,https://collections.ed.ac.uk/art/record/99970?highlight=*:*
Untitled (2006),Hannah Jasper,https://collections.ed.ac.uk/art/record/99856?highlight=*:*
Untitled (2002),Hannah Mulder,https://collections.ed.ac.uk/art/record/99942?highlight=*:*
Fish in a Whirlpool (1953),Hans Jelinek,https://collections.ed.ac.uk/art/record/21653?highlight=*:*
Unknown (1951),Harold F Burnett,https://collections.ed.ac.uk/art/record/50572?highlight=*:*
Whelks (1951),Harold Horsburgh,https://collections.ed.ac.uk/art/record/22591?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes,https://collections.ed.ac.uk/art/record/21943?highlight=*:*
Unknown,Hazel Holmes,https://collections.ed.ac.uk/art/record/53598?highlight=*:*
Back of Bennachie,Hazel Holmes,https://collections.ed.ac.uk/art/record/21623?highlight=*:*
Border Wayleave (1990),Hazel Holmes,https://collections.ed.ac.uk/art/record/22523?highlight=*:*
Unknown (1981),Hazel McGlashan,https://collections.ed.ac.uk/art/record/50416?highlight=*:*
People on Bench,Hazel Rich,https://collections.ed.ac.uk/art/record/22525?highlight=*:*
Unknown (JUN 1987),Hazel Sutherland,https://collections.ed.ac.uk/art/record/53606?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker,https://collections.ed.ac.uk/art/record/21508?highlight=*:*
Unknown (1989),Heather Macdonald,https://collections.ed.ac.uk/art/record/50428?highlight=*:*
Seated Female Nude (1939),Heather Measham,https://collections.ed.ac.uk/art/record/21136?highlight=*:*
Standing Male Nude (1939),Heather Measham,https://collections.ed.ac.uk/art/record/21137?highlight=*:*
Untitled - Hogs in a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99435?highlight=*:*
Untitled - Figure on the Beach (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99438?highlight=*:*
Untitled - Bikes in a Garage (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99437?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99436?highlight=*:*
Of Carole Danielson (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/53585?highlight=*:*
Untitled (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/22484?highlight=*:*
Unknown (1964),Helen Cargill,https://collections.ed.ac.uk/art/record/50500?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99814?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99813?highlight=*:*
Male Nude on Step Ladders,Helen G. S Forde,https://collections.ed.ac.uk/art/record/22671?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99815?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99817?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99812?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99816?highlight=*:*
Unknown,Helen Gibbs,https://collections.ed.ac.uk/art/record/50387?highlight=*:*
Ship yard (1965),Helen M. Percy,https://collections.ed.ac.uk/art/record/102743?highlight=*:*
Sampler Helen Martin (1936),Helen Martin,https://collections.ed.ac.uk/art/record/102669?highlight=*:*
Reclining Female Nude (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/20772?highlight=*:*
Untitled (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/22028?highlight=*:*
Green Landscape (Circa 1967),Helen Pollock,https://collections.ed.ac.uk/art/record/21436?highlight=*:*
Portrait of a Woman (1962),Helen Wishart,https://collections.ed.ac.uk/art/record/21297?highlight=*:*
Untitled - Country Houses and Fields (1963),Helen Wishart,https://collections.ed.ac.uk/art/record/99451?highlight=*:*
Untitled - Still Life with Flowers and Pitchers (1963),Helen Wishart,https://collections.ed.ac.uk/art/record/99452?highlight=*:*
Untitled (1962),Helen Wishart,https://collections.ed.ac.uk/art/record/21764?highlight=*:*
Portrait of a Man in Profile (1951),Helmut F G Petzsch,https://collections.ed.ac.uk/art/record/21392?highlight=*:*
Portrait of a Man (Circa 1951),Helmut F G Petzsch,https://collections.ed.ac.uk/art/record/21391?highlight=*:*
Female Nude (1924),Henry Moore,https://collections.ed.ac.uk/art/record/53472?highlight=*:*
Untitled (1987),Henry Rodgers,https://collections.ed.ac.uk/art/record/99799?highlight=*:*
Man in Blue Waistcoat,Henry Rodgers,https://collections.ed.ac.uk/art/record/21461?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21663?highlight=*:*
After the Fall of Snow (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21705?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21678?highlight=*:*
Untitled (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21553?highlight=*:*
1986 Edinburgh College of Art Degree Show (1986),Hilary A. Fisher,https://collections.ed.ac.uk/art/record/21582?highlight=*:*
Portrait of a Woman (1957-1958),Hillary Lewis,https://collections.ed.ac.uk/art/record/21161?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,https://collections.ed.ac.uk/art/record/21160?highlight=*:*
Portrait of a Woman (1962),Hope,https://collections.ed.ac.uk/art/record/21281?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53570?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53531?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53530?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53574?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53575?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53572?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53576?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53573?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53577?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,https://collections.ed.ac.uk/art/record/21827?highlight=*:*
Untitled (1965),Hugh Tuckerman,https://collections.ed.ac.uk/art/record/22025?highlight=*:*
Seated Male Nude (1957),Hylda M Sutcliffe,https://collections.ed.ac.uk/art/record/20830?highlight=*:*
Unknown,Iain Holden,https://collections.ed.ac.uk/art/record/53534?highlight=*:*
Standing Female Nude (1953),Iain West,https://collections.ed.ac.uk/art/record/20782?highlight=*:*
Reclining Female Nude (1953),Iain West,https://collections.ed.ac.uk/art/record/20783?highlight=*:*
Small Landscape (1953),Iain West,https://collections.ed.ac.uk/art/record/20849?highlight=*:*
Abstract Portrait of Two Figures (1953),Iain West,https://collections.ed.ac.uk/art/record/20850?highlight=*:*
Landscape (1953),Iain West,https://collections.ed.ac.uk/art/record/20851?highlight=*:*
Untitled (1976),Ian Baillie,https://collections.ed.ac.uk/art/record/21599?highlight=*:*
Unknown (1942),Ian Duff,https://collections.ed.ac.uk/art/record/50579?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22571?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22569?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22570?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22727?highlight=*:*
Abstract Composition with Blue Stripes (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22562?highlight=*:*
Portrait of a Young Woman (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20879?highlight=*:*
Seated Male Nude with Staff (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20882?highlight=*:*
Standing Male Nude (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20883?highlight=*:*
Reclining Male Nude (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20880?highlight=*:*
Portrait of a Man in a Suit (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20881?highlight=*:*
Untitled (1954),Ian Hodkinson,https://collections.ed.ac.uk/art/record/111041?highlight=*:*
Still Life Fish (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22681?highlight=*:*
Portrait of a Man (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22695?highlight=*:*
Scaffolding - 'Formasons Stone Renovators Edinburgh',Ian Johnstone,https://collections.ed.ac.uk/art/record/21506?highlight=*:*
Seated Male Nude (Sean Connery) (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/21418?highlight=*:*
Portrait of Two Heads (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/21015?highlight=*:*
Untitled (1986),Ian McKenzie Smith,https://collections.ed.ac.uk/art/record/21708?highlight=*:*
Untitled - Portrait of Red-Haired Woman (1965),Ian Paterson,https://collections.ed.ac.uk/art/record/99410?highlight=*:*
Interior Scene (1968),Ian Paterson,https://collections.ed.ac.uk/art/record/21341?highlight=*:*
Woman in a Blue Background,Ian Paterson,https://collections.ed.ac.uk/art/record/22696?highlight=*:*
Unknown,Ian Paterson,https://collections.ed.ac.uk/art/record/53548?highlight=*:*
Unknown (1964),Ian Patterson,https://collections.ed.ac.uk/art/record/53582?highlight=*:*
Portrait of a Woman (Circa 1939),Ian R McRobbie,https://collections.ed.ac.uk/art/record/21138?highlight=*:*
Unknown (1974),Ian Robertson,https://collections.ed.ac.uk/art/record/50390?highlight=*:*
Untitled (1967),Ian Roy,https://collections.ed.ac.uk/art/record/21757?highlight=*:*
Portrait of an Elderly Man (1953),Ian Short,https://collections.ed.ac.uk/art/record/21204?highlight=*:*
Seated Male Nude (1953),Ian Short,https://collections.ed.ac.uk/art/record/20941?highlight=*:*
Standing Nude in Bathroom (1953),Ian West,https://collections.ed.ac.uk/art/record/20989?highlight=*:*
Notations: Edinburgh (2017),India Elizabeth Cawley Gelling,https://collections.ed.ac.uk/art/record/100016?highlight=*:*
Steady Hands (2016),Inês-Hermione Mulford,https://collections.ed.ac.uk/art/record/99236?highlight=*:*
Untitled (1963),Iona Murray,https://collections.ed.ac.uk/art/record/22003?highlight=*:*
Untitled - Three Horse Riders (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99403?highlight=*:*
Untitled - Sprite in Long Gown (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99402?highlight=*:*
Untitled - Woman with Bun (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99401?highlight=*:*
Portrait of a Seated Man (1960),Irene Ellis,https://collections.ed.ac.uk/art/record/21210?highlight=*:*
Portrait of a Man in a Cap (1960),Irene Ellis,https://collections.ed.ac.uk/art/record/20982?highlight=*:*
Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,https://collections.ed.ac.uk/art/record/99420?highlight=*:*
Untitled - Standing Nude Female (1963-1964),Irene G. Thomson,https://collections.ed.ac.uk/art/record/99419?highlight=*:*
Portrait of a Man with a Book,Irene G. Thomson,https://collections.ed.ac.uk/art/record/22655?highlight=*:*
Portrait of a Woman (1958),Irene M. Fotheringham,https://collections.ed.ac.uk/art/record/22688?highlight=*:*
Portrait of a Young Woman (1965),Irene Scott,https://collections.ed.ac.uk/art/record/21292?highlight=*:*
Untitled (1963),Irene Thomson,https://collections.ed.ac.uk/art/record/22016?highlight=*:*
Untitled (1962-1963),Irene Thomson,https://collections.ed.ac.uk/art/record/22015?highlight=*:*
Busmen Newhaven (Unknown),Irene Thomson,https://collections.ed.ac.uk/art/record/21901?highlight=*:*
Seated Female Nude (1957),Isobel Howieson,https://collections.ed.ac.uk/art/record/20962?highlight=*:*
Untitled (Unknown),Isobel Jack,https://collections.ed.ac.uk/art/record/21624?highlight=*:*
Untitled (1981),Isobel Jack,https://collections.ed.ac.uk/art/record/21578?highlight=*:*
Isobel L Alexander sampler (1944),Isobel L Alexander,https://collections.ed.ac.uk/art/record/102668?highlight=*:*
Portrait of a Woman (1966),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/21404?highlight=*:*
Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99248?highlight=*:*
Untitled - Life Drawing of Woman Reclining on a Bed (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99249?highlight=*:*
Untitled - Drawing of Harbour (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99255?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99250?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99252?highlight=*:*
Untitled - Life Drawing of Reclining Female in Dress (1962),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99251?highlight=*:*
"blue (light) purple, turquoise costumes green sea etc. (1967)",Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99254?highlight=*:*
Untitled - Drawing of a Man Wearing a Hat (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99253?highlight=*:*
Zane (2013),Isobel Turley,https://collections.ed.ac.uk/art/record/21303?highlight=*:*
Unknown,J Brown,https://collections.ed.ac.uk/art/record/53568?highlight=*:*
Portrait of a Man (1956),J Gorman,https://collections.ed.ac.uk/art/record/21181?highlight=*:*
Portrait of a Bearded Man (1950s),J Guthrie,https://collections.ed.ac.uk/art/record/20975?highlight=*:*
Unknown,J Hamilton Glass,https://collections.ed.ac.uk/art/record/50459?highlight=*:*
Seated Male Nude (1965),J Lord,https://collections.ed.ac.uk/art/record/21291?highlight=*:*
Unknown (1969),J Lyle,https://collections.ed.ac.uk/art/record/53608?highlight=*:*
Two Women,J Nicoll,https://collections.ed.ac.uk/art/record/21473?highlight=*:*
Untitled (Unknown),J Nicoll,https://collections.ed.ac.uk/art/record/21728?highlight=*:*
Seated Female Nude (1956),J Salter,https://collections.ed.ac.uk/art/record/21183?highlight=*:*
Portrait of an Elderly Man (1956),J Salter,https://collections.ed.ac.uk/art/record/21190?highlight=*:*
Seated Male Nude (1955),J Salter,https://collections.ed.ac.uk/art/record/21193?highlight=*:*
Portrait of a Man (1952),J Shillabeer,https://collections.ed.ac.uk/art/record/21201?highlight=*:*
Buildings,J Shore,https://collections.ed.ac.uk/art/record/21494?highlight=*:*
Untitled (Unknown),J.,https://collections.ed.ac.uk/art/record/21953?highlight=*:*
Lucca (1949),J. C. Grant Duncan,https://collections.ed.ac.uk/art/record/21367?highlight=*:*
Finial (2018),Jack Handscombe,https://collections.ed.ac.uk/art/record/102754?highlight=*:*
Standing Male Nude (1958),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20786?highlight=*:*
Drawing of a Seated Woman (1958),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20787?highlight=*:*
Five Views of a Seated Woman (1956),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20820?highlight=*:*
Drawing of a Seated Woman (1956-1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20819?highlight=*:*
Rural Landscape (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20821?highlight=*:*
Portrait of Standing Woman seen from behind,Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20822?highlight=*:*
Dark Landscape with Monoliths (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20823?highlight=*:*
Colourful Landscape with Monoliths (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20824?highlight=*:*
Self Portrait,Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/22699?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,https://collections.ed.ac.uk/art/record/50573?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,https://collections.ed.ac.uk/art/record/50574?highlight=*:*
Study for Hugh McDiarmid Memorial (Circa 1986),Jake Harvey,https://collections.ed.ac.uk/art/record/21810?highlight=*:*
Abstract (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/21402?highlight=*:*
Untitled - Jousting Match (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99447?highlight=*:*
