FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
203;204;Yes;16-19;18;No;Not Applicable;B: Evident Injury;;Black;Female;Durham;Durham;No;01-01-02;2007-07-03;Motorist Left Turn / Merge;22;Intersection-Related;01-07-01;0001-01-01T17:53:58-04:56;Motorist Left Turn - Opposite Direction;293212;2007;B: Evident Injury;Commercial;;;Missing;31-35 mph;Injury;/Missing;;Passenger Car;No;Yes;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;36.00735, -78.885544
205;206;Yes;30-39;35;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Female;Burlington;Alamance;No;01-01-04;2007-04-12;Motorist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01-04-01;0001-01-01T08:48:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;C: Possible Injury;Commercial;30-39;32;No;0-5 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop Sign;Clear;No;36.074574, -79.42785
211;212;Yes;16-19;16;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Jacksonville;Onslow;No;01-01-05;2007-04-13;Motorist Failed to Yield - Midblock;17;Non-Intersection;01-04-01;0001-01-01T12:38:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;312322;2007;C: Possible Injury;Commercial;50-59;53;No;0-5 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;34.77783, -77.414406
220;221;Yes;10-Jun;10;No;Not Applicable;B: Evident Injury;Driveway / Alley;White;Male;None - Rural Crash;Chatham;No;01-01-02;2007-04-17;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01-04-01;0001-01-01T12:21:58-04:56;Bicyclist Ride Out - Residential Driveway;353311;2007;B: Evident Injury;Farms, Woods, Pastures;25-29;26;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Coarse Asphalt;Piedmont;Rural;30 - 35  MPH;No Control Present;Clear;No;35.856655, -79.08671
238;239;Yes;16-19;18;No;;B: Evident Injury;Non-Roadway;White;Male;Durham;Durham;No;;2007-07-09;Non-Roadway;12;Non-Roadway;01-07-01;0001-01-01T07:12:58-04:56;Non-Roadway;460910;2007;B: Evident Injury;Commercial;30-39;32;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;Public Vehicular Area;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;36.019897, -78.91253
246;247;No;30-39;36;No;With Traffic;O: No Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;;2007-07-23;Motorist Overtaking Bicyclist;17;Non-Intersection;01-07-01;0001-01-01T12:10:58-04:56;Motorist Overtaking - Bicyclist Swerved;311235;2007;O: No Injury;Residential;40-49;45;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.233204, -80.882576
247;248;No;70+;;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01-01-06;2007-07-07;Bicyclist Left Turn / Merge;21;Non-Intersection;01-07-01;0001-01-01T16:33:58-04:56;Bicyclist Left Turn - Same Direction;311221;2007;C: Possible Injury;Residential;20-24;21;No;36-40 mph;O: No Injury;Hispanic;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.309444, -80.93925
248;249;Yes;15-Nov;11;No;Not Applicable;C: Possible Injury;Driveway / Alley;White;Male;None - Rural Crash;Granville;No;01-01-03;2007-04-25;Bicyclist Failed to Yield - Midblock;20;Non-Intersection;01-04-01;0001-01-01T15:13:58-04:56;Bicyclist Ride Out - Residential Driveway;353311;2007;C: Possible Injury;Farms, Woods, Pastures;;;Missing;;Injury;/Missing;;;No;Yes;Dusk;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;No Control Present;Clear;No;36.20691, -78.68547
249;250;No;40-49;45;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Wilson;Wilson;No;01-01-03;2007-04-25;Motorist Failed to Yield - Sign-Controlled Intersection;8;Intersection;01-04-01;0001-01-01T03:46:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;B: Evident Injury;Residential;20-24;22;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;Stop Sign;Clear;No;35.710075, -77.94293
254;255;Yes;50-59;52;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Stanly;No;01-01-04;2007-04-26;Motorist Overtaking Bicyclist;13;Non-Intersection;01-04-01;0001-01-01T08:36:58-04:56;Motorist Overtaking - Other /;311239;2007;B: Evident Injury;Institutional;70+;;No;36-40 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.411285, -80.233
256;257;No;20-24;24;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Mint Hill;Mecklenburg;No;01-01-05;2007-04-27;Motorist Failed to Yield - Midblock;20;Non-Intersection;01-04-01;0001-01-01T15:33:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;331322;2007;B: Evident Injury;Commercial;30-39;34;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dusk;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop Sign;Clear;No;35.188053, -80.69164
258;259;Yes;25-29;26;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01-01-04;2007-07-26;Motorist Left Turn / Merge;21;Intersection;01-07-01;0001-01-01T16:06:58-04:56;Motorist Left Turn - Opposite Direction;111212;2007;C: Possible Injury;Residential;50-59;57;No;11-15 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Curve - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.215626, -80.81495
260;261;Yes;50-59;53;No;Facing Traffic;A: Disabling Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01-01-07;2007-04-29;Bicyclist Failed to Yield - Sign-Controlled Intersection;20;Intersection;01-04-01;0001-01-01T15:38:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;A: Disabling Injury;Residential;70+;;No;31-35 mph;B: Evident Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.100372, -80.22693
264;265;Yes;15-Nov;14;No;With Traffic;C: Possible Injury;Travel Lane;Asian;Male;Charlotte;Mecklenburg;No;01-01-07;2007-04-29;Motorist Overtaking Bicyclist;14;Non-Intersection;01-04-01;0001-01-01T09:18:58-04:56;Motorist Overtaking - Misjudged Space;311232;2007;C: Possible Injury;Commercial;;;Missing;11-15 mph;Injury;/Missing;;;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.097996, -80.77862
265;266;No;40-49;46;No;;B: Evident Injury;Non-Roadway;Black;Male;Jacksonville;Onslow;No;;2007-04-30;Non-Roadway;13;Non-Roadway;01-04-01;0001-01-01T08:03:58-04:56;Non-Roadway;460910;2007;B: Evident Injury;Commercial;30-39;36;No;11-15 mph;O: No Injury;White;Female;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Dry;;None;Other;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;34.765553, -77.409225
156;157;Yes;15-Nov;14;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Wilson;No;01-01-07;2008-03-09;Loss of Control / Turning Error;18;Intersection;01-03-01;0001-01-01T13:33:58-04:56;Bicyclist Turning Error - Left Turn;111114;2008;B: Evident Injury;Residential;20-24;20;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Coastal;Rural;20 - 25  MPH;Stop Sign;Cloudy;No;0.0, 0.0
161;162;Yes;40-49;48;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Huntersville;Mecklenburg;No;01-01-02;2008-03-11;Motorist Failed to Yield - Sign-Controlled Intersection;15;Intersection;01-03-01;0001-01-01T10:11:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;112141;2008;B: Evident Injury;Commercial;50-59;55;No;0-5 mph;O: No Injury;Hispanic;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
165;166;Yes;15-Nov;13;No;Not Applicable;B: Evident Injury;Non-Roadway;Hispanic;Male;Charlotte;Mecklenburg;No;01-01-03;2008-05-07;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01-05-01;0001-01-01T12:31:58-04:56;Bicyclist Ride Out - Other Midblock;363318;2008;B: Evident Injury;Residential;20-24;21;No;36-40 mph;O: No Injury;Black;Female;Passenger Car;Yes;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;0.0, 0.0
169;170;Yes;20-24;21;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Avery;No;01-01-04;2008-03-13;Motorist Overtaking Bicyclist;17;Non-Intersection;01-03-01;0001-01-01T12:04:58-04:56;Motorist Overtaking - Misjudged Space;311232;2008;B: Evident Injury;Residential;70+;;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
186;187;Yes;40-49;45;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Duplin;Yes;01-01-07;2008-03-23;Motorist Overtaking Bicyclist;20;Non-Intersection;01-03-01;0001-01-01T15:03:58-04:56;Motorist Overtaking - Other /;311239;2008;B: Evident Injury;Farms, Woods, Pastures;40-49;48;No;41-45 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
196;197;Yes;60-69;61;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Lewisville;Forsyth;No;01-01-04;2008-03-27;Motorist Failed to Yield - Sign-Controlled Intersection;16;Intersection;01-03-01;0001-01-01T11:33:58-04:56;Motorist Drive Through - Sign-Controlled Intersection;111143;2008;B: Evident Injury;Farms, Woods, Pastures;60-69;65;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);1 lane;2;Straight - Level;State Secondary Route;Dry;One-Way, Not Divided;None;Traffic Circle/Roundabout;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Yield Sign;Clear;No;0.0, 0.0
201;202;Yes;20-24;22;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Raleigh;Wake;No;01-01-05;2008-03-28;Motorist Failed to Yield - Midblock;16;Non-Intersection;01-03-01;0001-01-01T11:59:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;332322;2008;B: Evident Injury;Commercial;25-29;26;No;;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;0.0, 0.0
210;211;Yes;25-29;26;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;High Point;Guilford;No;01-01-04;2008-04-03;Bicyclist Failed to Yield - Sign-Controlled Intersection;9;Intersection;01-04-01;0001-01-01T04:35:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2008;B: Evident Injury;Residential;50-59;57;No;26-30 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
216;217;No;15-Nov;15;No;With Traffic;B: Evident Injury;;Black;Male;Rocky Mount;Edgecombe;No;01-01-05;2008-04-11;Loss of Control / Turning Error;21;Intersection;01-04-01;0001-01-01T16:21:58-04:56;Bicyclist Lost Control - Mechanical Problems;191121;2008;B: Evident Injury;Residential;30-39;34;No;;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
226;227;Yes;20-24;20;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Raleigh;Wake;No;01-01-04;2008-04-10;Bicyclist Left Turn / Merge;10;Intersection;01-04-01;0001-01-01T05:10:58-04:56;Bicyclist Left Turn - Same Direction;111221;2008;B: Evident Injury;Residential;20-24;23;No;6-10 mph;O: No Injury;White;Male;Motorcycle;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;40 - 45  MPH;Missing;Clear;No;0.0, 0.0
231;232;No;0-5;3;No;Not Applicable;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Mooresville;Iredell;No;01-01-06;2008-04-12;Non-Roadway;19;Non-Roadway;01-04-01;0001-01-01T15:02:58-04:56;Non-Roadway;430910;2008;C: Possible Injury;Residential;30-39;37;No;;O: No Injury;White;Female;Passenger Car;No;No;Dusk;Urban (>70% Developed);;2;;Local Street;Dry;;None;No Special Feature;;Piedmont;Urban;;Missing;Clear;No;0.0, 0.0
234;235;Yes;50-59;53;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Huntersville;Mecklenburg;No;01-01-06;2008-05-31;Loss of Control / Turning Error;10;Non-Intersection;01-05-01;0001-01-01T05:20:58-04:56;Bicyclist Lost Control - Other /;311129;2008;B: Evident Injury;Residential;40-49;40;No;21-25 mph;O: No Injury;Black;Male;Single Unit Truck (2-Axle, 6-Tire);No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
237;238;No;50-59;52;No;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Male;Fayetteville;Cumberland;No;;2008-04-14;Bicyclist Failed to Yield - Sign-Controlled Intersection;15;Intersection;01-04-01;0001-01-01T10:35:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2008;B: Evident Injury;Commercial;60-69;62;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
238;239;Yes;60-69;60;No;With Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Goldsboro;Wayne;No;01-01-03;2008-04-16;Parallel Paths - Other Circumstances;10;Non-Intersection;01-04-01;0001-01-01T05:23:58-04:56;Bicyclist Ride Out - Parallel Path;331225;2008;B: Evident Injury;Commercial;60-69;62;No;;B: Evident Injury;Black;Male;Pedestrian;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;;No Control Present;Clear;No;0.0, 0.0
254;255;No;50-59;51;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;01-01-04;2008-04-17;Motorist Overtaking Bicyclist;20;Non-Intersection;01-04-01;0001-01-01T15:41:58-04:56;Motorist Overtaking - Undetected Bicyclist;311231;2008;B: Evident Injury;Farms, Woods, Pastures;40-49;49;No;41-45 mph;O: No Injury;Black;Male;Sport Utility;No;No;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
259;260;No;20-24;24;No;With Traffic;O: No Injury;Travel Lane;Hispanic;Male;Charlotte;Mecklenburg;No;01-01-04;2008-06-05;Motorist Right Turn / Merge;7;Non-Intersection;01-06-01;0001-01-01T02:38:58-04:56;Motorist Right Turn - Same Direction;311213;2008;O: No Injury;Commercial;30-39;31;No;21-25 mph;O: No Injury;Hispanic;Male;Light Truck (Mini-Van, Panel);No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
263;264;No;16-19;18;No;;C: Possible Injury;;White;Female;Raleigh;Wake;No;01-01-02;2008-04-22;Crossing Paths - Other Circumstances;16;Non-Intersection;01-04-01;0001-01-01T11:08:58-04:56;Crossing Paths - Midblock - Other /;399380;2008;C: Possible Injury;Commercial;30-39;34;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Grade;Local Street;Wet;Two-Way, Divided, Positive Median Barrier;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Missing;Cloudy;No;0.0, 0.0
268;269;Yes;25-29;25;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Gastonia;Gaston;No;01-01-05;2008-04-25;Motorist Left Turn / Merge;15;Intersection;01-04-01;0001-01-01T10:44:58-04:56;Motorist Left Turn - Same Direction;131211;2008;B: Evident Injury;Commercial;;;Missing;16-20 mph;Injury;/Missing;;;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
269;270;No;10-Jun;10;No;Not Applicable;O: No Injury;Driveway / Alley;Black;Male;Reidsville;Rockingham;No;01-01-07;2008-04-27;Bicyclist Failed to Yield - Midblock;10;Non-Intersection;01-04-01;0001-01-01T05:59:58-04:56;Bicyclist Ride Out - Residential Driveway;353311;2008;O: No Injury;Residential;30-39;31;No;31-35 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;0.0, 0.0
271;272;No;30-39;34;No;With Traffic;O: No Injury;Travel Lane;Hispanic;Male;Charlotte;Mecklenburg;No;01-01-06;2008-06-07;Motorist Failed to Yield - Midblock;19;Non-Intersection;01-06-01;0001-01-01T14:39:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;311322;2008;O: No Injury;Residential;20-24;22;No;36-40 mph;O: No Injury;Hispanic;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Concrete;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;0.0, 0.0
273;274;Yes;60-69;61;No;Facing Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Sanford;Lee;No;01-01-04;2008-04-24;Crossing Paths - Other Circumstances;11;Intersection;01-04-01;0001-01-01T06:24:58-04:56;Signalized Intersection - Other /;112158;2008;C: Possible Injury;Residential;40-49;44;No;0-5 mph;O: No Injury;White;Male;Police;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
