name,country_parent,total,dems,repubs,year
Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$12,700","$7,200","$5,500",2010
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$40,000","$23,000","$17,000",2010
MBDA Inc,UK/MBDA,$0,$0,$0,2010
McDermott International (McDermott International),Panama/McDermott International,"$35,500","$3,500","$31,000",2010
Medimmune Inc (AstraZeneca PLC),UK/AstraZeneca PLC,"$104,500","$60,500","$41,000",2010
Metallurg Vanadium Corp,Netherlands/AMG Advanced Metallurgical Group,$0,$0,$0,2010
Metro-Goldwyn-Mayer (Sony Corp),Japan/Sony Corp,"-$2,500",$0,"-$2,500",2010
Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$28,000","$22,000","$6,000",2010
Miller Brewing (SABMiller),UK/SABMiller PLC,$0,$0,$0,2010
MillerCoors LLC (SABMiller),UK/SABMiller PLC,"$205,500","$97,500","$107,000",2010
National Grid USA (National Grid plc),UK/National Grid plc,"$141,350","$121,100","$18,250",2010
National Grid USA (National Grid plc),UK/National Grid plc,$500,$500,$0,2010
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$25,500","$4,500","$21,000",2010
Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$19,500","$10,500","$8,000",2010
Nomura Holding America,Japan/Nomura Holdings,$0,$0,$0,2010
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$339,750","$163,250","$174,000",2010
Novo Nordisk,Denmark/Novo Nordisk A/S,"$170,818","$102,318","$67,500",2010
Oldcastle Materials,Ireland/CRH PLC,"$301,000","$165,500","$134,500",2010
Parsons Brinckerhoff,UK/Balfour Beatty,"$162,618","$127,718","$34,900",2010
PBS&J Inc,UK/WS Atkins PLC,"$11,750","$9,100",$250,2010
Pernod Ricard USA,France/Pernod Ricard SA,"$21,500","$12,000","$9,500",2010
Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$3,350","$1,500",$250,2010
Pharmavite LLC,Japan/Otsuka Pharmaceutical,"$47,000","$23,000","$22,000",2010
Philips Electronics North America (Philips Electronics),Netherlands/Philips Electronics,"$118,200","$38,250","$76,200",2010
Philips Medical Systems (Philips Electronics),Netherlands/Philips Electronics,$0,$0,$0,2010
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$54,000","$15,500","$38,500",2010
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$17,266","$11,766","$5,500",2010
QBE Regional Insurance,Australia/QBE Insurance Group,$0,$0,$0,2010
QinetiQ North America (Qinetiq Group),UK/QinetiQ Group,"$22,000","$10,500","$11,500",2010
RBC Centura Banks (Royal Bank of Canada),Canada/Royal Bank of Canada,"$1,250","$1,000",$250,2010
Reebok International,Germany/adidas AG,"$4,500","$4,500",$0,2010
Reed Elsevier Inc,UK/Reed Elsevier Group,"$97,300","$60,500","$36,800",2010
Renewable Energy Systems Americas,UK/Renewable Energy Systems,"$27,750","$22,500","$3,250",2010
Renre North America Inc,UK/RenaissanceRe Holdings,$0,$0,$0,2010
Research In Motion,Canada/Research in Motion,"$16,000","$8,000","$8,000",2010
Rio Tinto America,UK/Rio Tinto Group,"$71,000","$36,500","$30,500",2010
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$353,800","$176,800","$172,000",2010
Sanofi-Aventis US (Sanofi-Aventis),France/Sanofi-Aventis,"$87,000","$43,500","$43,500",2010
Sanofi-Pasteur Inc (Sanofi-Aventis),France/Sanofi-Aventis,"$44,500","$19,750","$24,750",2010
Santander Bank (Banco Santander),Spain/Banco Santander,"$9,500","$9,500",$0,2010
SAP America,Germany/SAP AG,"$46,500","$31,000","$15,500",2010
Schaeffler Group USA,Germany/Schaeffler Group,"$3,000","$2,000","$1,000",2010
Securitas Security Services USA,Sweden/Securitas AB,"$10,500",$0,"$10,500",2010
Serco Inc,UK/Serco Group,"$86,900","$41,000","$45,900",2010
SES Americom (SES SA),Luxembourg/SES SA,"$3,000","$3,000",$0,2010
Severstal Warren,Russia/OAO Severstal,$0,$0,$0,2010
Shell Oil,Netherlands/Royal Dutch Shell,$0,$0,$0,2010
Shire Pharmaceuticals,UK/Shire Plc,"$1,500","$1,000",$500,2010
Siemens Corp,Germany/Siemens AG,"$302,000","$171,000","$128,000",2010
Skilled Healthcare Group (Onex Corp),Canada/Onex Corp,"$13,500","$13,500",$0,2010
Smith & Nephew,UK/Smith & Nephew Plc,$0,$0,$0,2010
Smiths Detection,UK/Smiths Group PLC,"$10,800","$7,800","$1,000",2010
Sodexo Inc,France/Sodexo,"$49,500","$41,000","$8,500",2010
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$191,900","$111,400","$79,500",2010
Space Systems/Loral,UK/Loral Space & Communications,"$6,900","$6,900",$0,2010
Spirit Aerosystems (Onex Corp),Canada/Onex Corp,"$28,400","$5,000","$23,400",2010
Sun Life Assurance of Canada (Sun Life Financial),Canada/Sun Life Financial,"$19,900","$13,900","$6,000",2010
Sunovion Pharmaceuticals,Japan/Sumitomo Chemical,"$32,500","$29,500","$3,000",2010
Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$71,500","$32,500","$39,000",2010
Swiss Re America,Switzerland/Swiss Reinsurance,"$20,200","$12,400","$7,800",2010
Syngenta Corp,Switzerland/Syngenta AG,"$249,000","$145,500","$103,500",2010
T-Mobile USA,Germany/Deutsche Telekom AG,"$398,150","$220,400","$177,750",2010
Takeda Pharmaceuticals North America (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$17,000","$7,000","$10,000",2010
Talecris Biotherapeutics,Spain/Grifols SA,"$50,000","$25,000","$25,000",2010
Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$28,950","$11,500","$17,450",2010
Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$96,700","$56,200","$40,500",2010
Timex Group USA,Netherlands/Timex Group,$0,$0,$0,2010
Tyco International,Ireland/Tyco International,"$263,000","$134,000","$129,000",2010
UBS Americas,Switzerland/UBS AG,"$469,500","$258,500","$206,000",2010
Ultra Electronics Prologic,UK/Ultra Electronics,"$33,450","$20,000","$12,950",2010
UnionBanCal Corp,Japan/Mitsubishi UFJ Financial Group,$0,$0,$0,2010
United Water,France/SUEZ Environnement,"$15,100","$10,100","$5,000",2010
Universal Music Group (Vivendi Universal),France/Vivendi Universal,"$145,300","$82,800","$61,500",2010
VT Halter Marine,Singapore/ST Engineering,"$4,000","$2,500","$1,000",2010
Weatherford US,UK/Weatherford International,"$11,100","$2,900","$8,200",2010
Westfield Corp,Australia/Westfield Group of Australia,"$15,126","$15,126",$0,2010
Westinghouse Electric,Japan/Toshiba Corp,"$35,000","$18,500","$16,500",2010
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,"$100,000","$62,500","$36,500",2010
Willis North America,UK/Willis Group Holdings,"$7,500","$4,500","$3,000",2010
XL America,Ireland/XL Group PLC,"$1,500","$1,500",$0,2010
Zurich Insurance (Zurich Financial Services),Switzerland/Zurich Financial Services,"$168,000","$78,000","$90,000",2010
ABB Group,Switzerland/Asea Brown Boveri,"$5,500","$3,500","$2,000",2012
Abengoa Solar,Spain/Abengoa SA,$0,$0,$0,2012
Accenture (Accenture),Ireland/Accenture plc,$0,$0,$0,2012
Accenture (Accenture),Ireland/Accenture plc,"$304,500","$160,000","$144,500",2012
ACE INA,Switzerland/ACE Ltd,"$281,500","$121,500","$160,000",2012
Advance America Cash Advance Centers (Grupo Salinas),Mexico/Grupo Salinas,"$115,750","$22,000","$93,750",2012
Advanced BioHealing (Shire Plc),UK/Shire Plc,"$37,250","$19,750","$17,500",2012
Agrium US,Canada/Agrium Inc,$112,$0,$112,2012
Air Liquide America,France/L'Air Liquide SA,"$25,500","$12,000","$9,000",2012
Alcatel-Lucent USA (Alcatel-Lucent),France/Alcatel-Lucent,"$19,000","$8,000","$11,000",2012
Alcon Laboratories (Novartis AG),Switzerland/Novartis,"$8,000","$2,000","$6,000",2012
Alkermes Inc,Ireland/Alkermes Plc,"$6,000","$1,000","$5,000",2012
Allianz of America (Allianz),Germany/Allianz AG Holding,"$80,750","$25,000","$55,750",2012
Alstom,France/Alstom SA,$0,$0,$0,2012
AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,$0,$0,$0,2012
Anheuser-Busch,Belgium/Anheuser-Busch InBev,"$806,381","$361,381","$445,000",2012
AON Corp (AON plc),UK/AON PLC,"$115,000","$49,000","$66,000",2012
APL Ltd,Singapore/Neptune Orient Lines Ltd,"$35,500","$6,000","$29,500",2012
Arcadis US,Netherlands/Arcadis NV,"$184,500","$95,000","$89,500",2012
ArcelorMittal USA,Luxembourg/ArcelorMittal,"$69,500","$29,000","$40,500",2012
Arch Capital Group (US),UK/Arch Capital Group,"$9,000","$2,000","$7,000",2012
AREVA Inc,France/Areva Group,"$106,750","$48,250","$58,500",2012
Arkema Inc,France/Arkema,"$22,500","$6,000","$16,500",2012
Ashta Chemicals,Mexico/Bigshire Mexico,$0,$0,$0,2012
Astellas US,Japan/Astellas Pharma,"$85,500","$44,000","$41,500",2012
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$640,452","$296,952","$343,500",2012
Atkins North America,UK/WS Atkins PLC,"$2,750","$1,500","$1,250",2012
Atlantic Marine (BAE Systems),UK/BAE Systems,$0,$0,$0,2012
Aviva USA,UK/Aviva PLC,"$6,500","$4,000","$2,500",2012
AXA Equitable Life Insurance (AXA),France/AXA,"$149,500","$74,000","$75,500",2012
AXIS Specialty US Services (AXIS Capital),UK/AXIS Captial,"$3,000","$2,000","$1,000",2012
Bacardi USA,UK/Bacardi Ltd,"$16,500","$8,000","$8,500",2012
BAE Systems (BAE Systems),UK/BAE Systems,"$737,000","$276,000","$461,000",2012
BancWest Corp (BNP Paribas),France/BNP Paribas,"$6,000",$0,"$6,000",2012
Barclays Group US,UK/Barclays plc,"$104,499","$23,500","$80,999",2012
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$113,500","$45,000","$68,500",2012
BASF Corp,Germany/BASF SE,"$411,500","$118,500","$293,000",2012
Bayer Corp,Germany/Bayer AG,"$470,000","$150,000","$320,000",2012
BBVA Compass,Spain/Banco Bilbao Vizcaya Argentaria,"$249,500","$62,000","$187,500",2012
BMO Harris Bank (Bank of Montreal),Canada/Bank of Montreal,"$7,100","$4,300","$2,800",2012
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$147,750","$81,750","$66,000",2012
Bombardier Transportation USA (Bombardier Inc),Canada/Bombardier Inc,"$13,500","$12,500","$1,000",2012
BP North America,UK/BP PLC,"$207,000","$58,000","$149,000",2012
Bridgestone Americas,Japan/Bridgestone Corp,"$70,996","$26,000","$44,996",2012
Bumble Bee Foods,UK/Lion Capital,"$20,500","$5,500","$15,000",2012
Burson-Marsteller (WPP Group),UK/WPP Group,"$62,750","$31,250","$31,500",2012
Buzzi Unicem USA,Italy/Buzzi Unicem SpA,"$6,250",-$500,"$6,750",2012
CalPortland Co,Japan/Taiheiyo Cement Co,"$80,999","$16,500","$64,499",2012
Carmeuse Lime,Netherlands/LVI Holding,"$15,000","$5,500","$9,500",2012
Case New Holland,Italy/Fiat SPA,"$90,000","$7,500","$82,500",2012
CEMEX Inc,Mexico/CEMEX SAB de CV,"$166,500","$20,200","$146,300",2012
Cephalon Inc (Teva Pharmaceutical Industries),Israel/Teva Pharmaceutical Industries,"$53,500","$11,500","$42,000",2012
CGI Technologies & Solutions,Canada/CGI Group,"$128,500","$61,500","$67,000",2012
Citizens Financial Group,UK/Royal Bank of Scotland Group,"$150,750","$112,750","$37,000",2012
Cobham Management Services,UK/Cobham PLC,"$148,500","$41,500","$107,000",2012
Commonwealth-Altadis,UK/Imperial Tobacco Group,"$77,000","$19,500","$57,500",2012
Cooper Industries (Eaton Corp),Ireland/Eaton Plc,"$48,500","$3,000","$45,500",2012
Covidien US,UK/Covidien Ltd,"$249,300","$102,500","$146,800",2012
Credit Suisse Securities,Switzerland/Credit Suisse Group,"$519,000","$239,500","$279,500",2012
CSL Behring,Australia/CSL Ltd,"$43,000","$19,000","$24,000",2012
Daiichi Sankyo Inc,Japan/Daiichi Sanyko,"$218,000","$68,000","$150,000",2012
Delphi Automotive,UK/Delphi Automotive,"$36,000","$16,000","$20,000",2012
Deutsche Bank Securities,Germany/Deutsche Bank AG,"$53,900","$20,400","$33,500",2012
DHL (Deutsche Post AG),Germany/Deutsche Post AG,"$2,000",$0,"$2,000",2012
Diageo North America (Diageo PLC),UK/Diageo PLC,"$115,065","$58,303","$56,762",2012
Diageo North America/CT (Diageo PLC),UK/Diageo PLC,$0,$0,$0,2012
Direct Energy Inc,UK/Centrica Plc,$0,$0,$0,2012
DRS Technologies,Italy/Finmeccanica SpA,"$405,300","$173,000","$232,300",2012
EADS North America,Netherlands/European Aeronautic Defence & Space Co,"$240,600","$85,000","$155,600",2012
Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$10,500","$2,500","$8,000",2012
EDF Renewable Energy,France/EDF Group,"$17,150","$10,000","$7,150",2012
EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$7,500","$4,500","$3,000",2012
Eisai Inc,Japan/Eisai Co Ltd,"$82,500","$35,000","$47,500",2012
Elbit Systems of America,Israel/Elbit Systems Ltd,"$32,000","$5,500","$26,500",2012
Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$9,500","$3,500","$6,000",2012
EMD Serono Inc,Germany/Merck KGaA,"$124,500","$71,000","$53,500",2012
EnCana Oil & Gas USA,Canada/EnCana Corp,$0,$0,$0,2012
Essroc Corp,Italy/Italcementi Group,"$6,500","$3,500","$3,000",2012
Experian,UK/Experian,"$426,000","$99,500","$326,500",2012
Farmers Group (Zurich Insurance Group),Switzerland/Zurich Financial Services AG,"$189,900","$38,250","$151,650",2012
First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$16,500","$13,500","$3,000",2012
FirstGroup America (FirstGroup PLC),UK/FirstGroup PLC,$0,$0,$0,2012
Food Lion,Belgium/Delhaize Group,"$12,500","$8,000","$3,500",2012
Foster Wheeler,Switzerland/Foster Wheeler PLC,$0,$0,$0,2012
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$199,398","$109,500","$89,898",2012
G4S Government Solutions (G4S plc),UK/G4S plc,$0,$0,$0,2012
G4S Secure Solutions (G4S plc),UK/G4S plc,"$64,000","$15,500","$48,500",2012
GDF Suez Energy North America,France/GDF SUEZ,"$58,000","$18,500","$39,500",2012
Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$269,500","$134,000","$135,500",2012
General Cigar Co,Sweden/Scandinavian Tobacco Group,"$5,750","$3,000","$2,750",2012
Genzyme Corp (Sanofi),France/Sanofi,"$21,000","$10,000","$11,000",2012
GKN Corp,UK/GKN PLC,$500,$500,$0,2012
Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$100,$0,$100,2012
GlaxoSmithKline,UK/GlaxoSmithKline,"$521,250","$239,000","$282,250",2012
Glover Park Group (WPP Group),UK/WPP Group,"$123,665","$85,815","$37,850",2012
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$59,750","$23,500","$36,250",2012
Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$59,000","$31,000","$28,000",2012
Greyhound Lines (FirstGroup PLC),UK/FirstGroup PLC,"$14,500","$9,500","$5,000",2012
Grifols Inc (Grifols SA),Spain/Grifols SA,"$40,000","$28,000","$12,000",2012
Gtech Corp,Italy/B&D Holding Di Marco Drago e C Sapa,"$16,500","$15,500","$1,000",2012
Heineken USA,Netherlands/L'Arche Green NV,"$33,500","$15,000","$18,500",2012
Henkel Corp (Henkel KGaA),Germany/Henkel KGaA,"$6,000","$4,000","$2,000",2012
Herbalife International,UK/Herbalife Ltd,"$66,971","$28,493","$38,478",2012
Hill & Knowlton Strategies (WPP Group),UK/WPP Group,"$2,000","$2,000",$0,2012
Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$54,500","$28,000","$26,500",2012
Holcim US,Switzerland/Holcim Ltd,"$74,000","$32,000","$42,000",2012
HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$239,500","$108,500","$131,000",2012
HSBC North America/Michigan (HSBC Holdings),UK/HSBC Holdings,$0,$0,$0,2012
Iberdrola Renewables (Iberdrola SA),Spain/Iberdrola SA,"$45,500","$29,000","$15,500",2012
Iberdrola USA (Iberdrola SA),Spain/Iberdrola SA,"$10,000","$6,000",$0,2012
Infineon Technologies,Germany/Infineon Technologies AG,"$1,000",$500,$500,2012
ING US (ING Group),Netherlands/ING Group,"$125,500","$67,000","$57,500",2012
Ingersoll-Rand,Ireland/Ingersoll Rand Co,"$26,000","$10,500","$15,500",2012
Intelsat Holdings (Serafina SA),Luxembourg/Serafina SA,"$70,442","$29,750","$40,692",2012
Intergraph Corp,Sweden/Hexagon AB,"$2,000",$0,"$2,000",2012
International Power America,UK/International Power,$0,$0,$0,2012
International Securities Exchange,Germany/Deutsche Boerse,"$49,250","$29,000","$20,250",2012
Jackson National Life Insurance,UK/Prudential PLC,"$171,679","$30,500","$141,179",2012
JBS USA,Brazil/JBS SA,"$115,000","$20,000","$95,000",2012
Jeld-Wen Inc (Onex Corp),Canada/Onex Corp,"$7,750","$3,250","$4,500",2012
John Hancock Life Insurance,Canada/Manulife Financial,"$131,000","$66,000","$65,000",2012
Kawasaki Motors Corp USA,Japan/Kawasaki Heavy Industries,$0,$0,$0,2012
Keystone Foods,Brazil/Marfrig Global Foods,"$1,000",$0,"$1,000",2012
LaFarge North America,France/Lafarge SA,"$79,500","$25,000","$54,500",2012
Learjet Inc (Bombardier Inc),Canada/Bombardier Inc,"$8,000","$3,000","$5,000",2012
Lehigh Hanson,Germany/HeidelbergCement AG,"$22,500","$3,500","$19,000",2012
Linde North America,Germany/Linde AG,"$55,000","$26,000","$29,000",2012
Louis Dreyfus Commodities (Louis Dreyfus Group),Netherlands/Louis Dreyfus Group,"$46,500","$4,000","$42,500",2012
Louis Dreyfus Group (Louis Dreyfus Group),Netherlands/Louis Dreyfus Group,$0,$0,$0,2012
Lundbeck Inc,Denmark/H Lundbeck A/S,$0,$0,$0,2012
LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$87,000","$19,500","$67,500",2012
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$139,500","$54,500","$85,000",2012
Magna Holdings of America,Canada/Magna International,"$1,758","$1,758",$0,2012
Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$26,000",$0,"$26,000",2012
Marshall & Ilsley Corp (Bank of Montreal),Canada/Bank of Montreal,"$22,000","$1,500","$20,500",2012
Massachusetts Financial Services (Sun Life Financial),Canada/Sun Life Financial Services,"$27,500","$14,000","$13,500",2012
MBDA Inc,UK/MBDA,"$7,000","$1,000","$6,000",2012
McDermott International (McDermott International),Panama/McDermott International,"$49,500","$3,500","$46,000",2012
Medimmune Inc (AstraZeneca PLC),UK/AstraZeneca PLC,"$76,500","$40,000","$36,500",2012
Metro-Goldwyn-Mayer (Sony Corp),Japan/Sony Corp,$0,$0,$0,2012
Millennium Pharmaceuticals (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$19,000","$10,500","$8,500",2012
MillerCoors LLC,UK/SABMiller PLC,"$215,000","$45,500","$169,500",2012
Miraca Life Sciences,Japan/Miraca Holdings,$0,$0,$0,2012
MorphoTrust USA (Safran SA),France/Safran SA,$0,$0,$0,2012
Munich American Reassurance,Germany/Munich Re Group,$0,$0,$0,2012
Nammo Talley Inc,Norway/Nammo AS,"$4,000","$3,500",$500,2012
National Cement Co,France/Vicat Group,"$2,500",$0,"$2,500",2012
National Grid USA (National Grid plc),UK/National Grid plc,$0,$0,$0,2012
National Grid USA (National Grid plc),UK/National Grid plc,"$113,400","$81,900","$31,500",2012
Natixis Global Asset Management,France/Groupe BPCE,$0,$0,$0,2012
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,"$22,500","$4,750","$17,750",2012
Nestle Waters North America (Nestle SA),Switzerland/Nestle,"$22,000","$19,000","$3,000",2012
Nomura Holding America,Japan/Nomura Holdings,"$65,500","$24,500","$41,000",2012
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$330,200","$130,500","$199,700",2012
Novo Nordisk,Denmark/Novo Nordisk A/S,"$232,042","$118,648","$112,394",2012
Oldcastle Materials,Ireland/CRH PLC,"$207,500","$86,000","$116,500",2012
Parsons Brinckerhoff,UK/Balfour Beatty,"$162,500","$115,750","$46,750",2012
Pernod Ricard USA,France/Pernod Ricard SA,"$3,000",$0,"$3,000",2012
Peter Pan Seafoods,Japan/Maruha Nichiro Holdings,"$4,750","$2,000","$2,750",2012
Pharmavite LLC,Japan/Otsuka Pharmaceutical,"$75,500","$35,000","$40,500",2012
Philips Electronics North America (Philips Electronics),Netherlands/Philips Electronics,"$125,704","$24,394","$100,310",2012
Philips Medical Systems (Philips Electronics),Netherlands/Philips Electronics,$0,$0,$0,2012
PotashCorp,Canada/Potash Corporation of Saskatchewan,"$26,000","$15,000","$11,000",2012
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$31,212","$8,500","$22,712",2012
QinetiQ North America (Qinetiq Group),UK/QinetiQ Group,"$32,000","$12,000","$20,000",2012
RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,$0,$0,$0,2012
RBC Centura Banks (Royal Bank of Canada),Canada/Royal Bank of Canada,$0,$0,$0,2012
Reebok International,Germany/adidas AG,$0,$0,$0,2012
Reed Elsevier Inc,UK/Reed Elsevier Group,"$103,500","$54,000","$49,500",2012
