name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
L1768-203,L1768,203,0.995098039,L,1768,X,O,F,1,2.48490665,12.0,1,Princess de Conty,after Mignard Family,0,after,apres Mignard,Unknown,,,,,54,42,2268,,,squ_rect,2268,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L1768-204a,L1768,204,1,L,1768,F,O,F,1,2.079441542,8.0,1,"(3)Pottes, paysages et figures",Crepin,1,n/a,Crepin,Unknown,,,,,,,,,,squ_rect,,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1768-204b,L1768,204,1,L,1768,F,O,F,1,2.079441542,8.0,1,"(3)Pottes, paysages et figures",Crepin,1,n/a,Crepin,Unknown,,,,,,,,,,squ_rect,,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1768-204c,L1768,204,1,L,1768,F,O,F,1,2.079441542,8.0,1,"(3)Pottes, paysages et figures",Crepin,1,n/a,Crepin,Unknown,,,,,,,,,,squ_rect,,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-1,R1769,1,0.016949153,R,1769,I,I,I,0,6.856461985,950.0,1,Joconde tient branche jasmin,"Vinci, Leonardo da",0,n/a,Leonard de Vinci,"Rémy, Pierre",E,E,0,,28,22,616,,,squ_rect,616,bois,b,wood,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
R1769-2,R1769,2,0.033898305,R,1769,I,I,I,0,7.787382026,"2,410.0",1,Adrien VI,"Vecellio, Tiziano",0,n/a,"Tiziano  Vecelli da Cadore, dit Le Titien","Rémy, Pierre for Cossé-Brissac, Hyacinthe-Hugues-Timoléon, duc de",EC,C,1,E,42,30,1260,,,squ_rect,1260,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
R1769-3,R1769,3,0.050847458,R,1769,I,I,I,0,7.106606138,"1,220.0",1,Tobie et son pére sortis de table,"Fetti, Domenico",0,n/a,Dominique Feti,"Ravanne, Miotte de",C,C,0,,26,31,806,,,squ_rect,806,bois,b,wood,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-4,R1769,4,0.06779661,R,1769,I,I,I,0,7.650168701,"2,101.0",1,Vierge à l'enfant,"Maratti, Carlo",0,n/a,Carlo Maratte,"Rémy, Pierre for Choiseul-Praslin, Louis-César-Renaud, duc de",EC,C,1,E,24.5,18.5,453.25,,,squ_rect,453.25,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1769-5,R1769,5,0.084745763,R,1769,I,I,I,0,8.077447149,"3,221.0",1,Femme en méditation tient un livre/main sur l'estomac /jaune bleu,"Cignani, Carlo",0,n/a,Carlo Cignani,"Randon de Boisset, Pierre-Louis-Paul",C,C,0,,24,19,456,,,squ_rect,456,cuivre,c,copper,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
R1769-6,R1769,6,0.101694915,R,1769,I,I,I,0,6.907755279,"1,000.0",1,"Riviere, architecture et montagnes, figures","Salucci, Alessandro",0,n/a,"Le Salucci, connu sous le nom de Salviousse et Jean Miel","Ménageot, Augustin",D,D,0,,26,35.5,923,,,squ_rect,923,toile,t,canvas,1,50,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-7,R1769,7,0.118644068,R,1769,S,S,S,0,9.771954163,"17,535.0",1,"Vierge à l'enfant, rouge/bleu","Murillo, Bartolomé Esteban",0,n/a,Barthelemi Etienne Murillos,"Rémy, Pierre for Ekaterina II, empress of Russia",EC,C,1,E,50,66,3300,,,squ_rect,3300,toile,t,canvas,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-8,R1769,8,0.13559322,R,1769,S,S,S,0,7.342131731,"1,544.0",1,"Mendiant (?),","Murillo, Bartolomé Esteban",0,n/a,Barthelemi Etienne Murillos,"Aubert, Ange-Joseph for Radix de Sainte-Foy, Claude-Pierre-Maximilien de",DC,C,1,D,48,40,1920,,,squ_rect,1920,toile,t,canvas,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
R1769-9,R1769,9,0.152542373,R,1769,D/FL,D/FL,D/FL,0,5.303304908,201.0,1,"Paysage, montagnes, fabriques, figures","Bril (P), Paul",0,n/a,Paul Bril,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,7.75,10.25,79.4375,,,squ_rect,79.4375,cuivre,c,copper,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-10,R1769,10,0.169491525,R,1769,G,D/FL,D/FL,1,7.122866659,"1,240.0",1,Diane et Actéon dans du paysage,"Rottenhammer I, Hans; Breughel I the Elder (J), Jan",0,n/a,Jean Rottenhamer et Breughel de Velours,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,6,10,60,,,squ_rect,60,cuivre,c,copper,1,12,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R1769-11,R1769,11,0.186440678,R,1769,X,D/FL,D/FL,1,6.21860012,502.0,1,"Forains sur une place, paysage",Grondonc,0,n/a,Grondone,"Rémy, Pierre for Pfalz-Zweibrücken, Christian IV, Herzog von",EC,C,1,E,6.66,9.5,63.27,,,squ_rect,63.27,bois,b,wood,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R1769-12a,R1769,12,0.203389831,R,1769,D/FL,D/FL,D/FL,0,5.444579874,231.5,1,"(2) Fabriques et vaches, figures, archi","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Ravanne, Miotte de",C,C,0,,4.75,5.75,27.3125,,,squ_rect,27.3125,cuivre / bois,c,copper,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
R1769-12b,R1769,12,0.203389831,R,1769,D/FL,D/FL,D/FL,0,5.444579874,231.5,1,"(2) Fabriques et vaches, figures, archi","Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Ravanne, Miotte de",C,C,0,,4.75,5.75,27.3125,,,squ_rect,27.3125,cuivre / bois,c,copper,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
R1769-13,R1769,13,0.220338983,R,1769,D/FL,D/FL,D/FL,0,6.214608098,500.0,1,Paysage avec Sainte famille,"Poelenberch, Cornelis van",0,n/a,Cornille Poelenburg,"Gaillard de Gagny, Jean",C,C,0,,11,13.75,151.25,,,squ_rect,151.25,bois,b,wood,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-14a,R1769,14,0.237288136,R,1769,D/FL,D/FL,D/FL,0,7.244941546,"1,401.0",1,(2) Riviere embarquement/,"Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Valade, Jean for Ravanne, Miotte de",DC,C,1,D,6.25,9.5,59.375,,,squ_rect,59.375,cuivre,c,copper,1,39,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-14b,R1769,14,0.237288136,R,1769,D/FL,D/FL,D/FL,0,7.244941546,"1,401.0",1,(2) Riviere embarquement/,"Breughel I the Elder (J), Jan",0,n/a,"Jean Breughel, ou Breughel de Velours","Valade, Jean for Ravanne, Miotte de",DC,C,1,D,6.25,9.5,59.375,,,squ_rect,59.375,cuivre,c,copper,1,39,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-15a,R1769,15,0.254237288,R,1769,D/FL,D/FL,D/FL,0,8.006367568,"3,000.0",1,(2) Temple de la Sybille Tiburtine/paysage avec Fabriques et riviere,"Breughel I the Elder (J), Jan; Brueghel II the Younger (P), Pieter",0,n/a,Breughel de Velours et Breughel d'Enfer,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,,,,5,19.625,round,19.625,,,,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-15b,R1769,15,0.254237288,R,1769,D/FL,D/FL,D/FL,0,8.006367568,"3,000.0",1,(2) Temple de la Sybille Tiburtine/paysage avec Fabriques et riviere,"Breughel I the Elder (J), Jan; Brueghel II the Younger (P), Pieter",0,n/a,Breughel de Velours et Breughel d'Enfer,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,,,,5,19.625,round,19.625,,,,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-16,R1769,16,0.271186441,R,1769,D/FL,D/FL,D/FL,0,9.126958763,"9,200.0",1,Portrait du President Richardot,"Dyck, Sir Anthony van",0,n/a,Antoine Van Dyck,"Rémy, Pierre for Randon de Boisset, Pierre-Louis-Paul",EC,C,1,E,42,30.5,1281,,,squ_rect,1281,bois,b,wood,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
R1769-17,R1769,17,0.288135593,R,1769,D/FL,D/FL,D/FL,0,7.495541944,"1,800.0",1,Saint François distribuant de la soupe aux pauvres,"Miel, Jan",0,n/a,Jean Miel,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,25,18,450,,,squ_rect,450,,,,1,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-18a,R1769,18,0.305084746,R,1769,D/FL,D/FL,D/FL,0,7.090909822,"1,201.0",1,(2) Agar présentée à Abraham/Agar renvoyée par Abraham,"Dijk (P), Philip van",0,n/a,P. V. Dyck,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,18.5,14.75,272.875,,,squ_rect,272.875,cuivre,c,copper,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-18b,R1769,18,0.305084746,R,1769,D/FL,D/FL,D/FL,0,7.090909822,"1,201.0",1,(2) Agar présentée à Abraham/Agar renvoyée par Abraham,"Dijk (P), Philip van",0,n/a,P. V. Dyck,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,18.5,14.75,272.875,,,squ_rect,272.875,cuivre,c,copper,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-19,R1769,19,0.322033898,R,1769,D/FL,D/FL,D/FL,0,8.656955134,"5,750.0",1,Sainte Famille dans un intérieur,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt Van Ryn,"Aubert, Ange-Joseph for Choiseuil, duc de Praslin, César Gabriel de",DC,C,1,D,15.5,12.5,193.75,,,squ_rect,193.75,bois,b,wood,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
R1769-20a,R1769,20,0.338983051,R,1769,D/FL,D/FL,D/FL,0,6.620739651,750.5,1,(2) Autoportrait Ordre de St Michel / Portrait de sa femme costume juif,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt Van Ryn,"Renouard, abbé",B,B,0,,22,18,396,,,squ_rect,396,bois (ovale),b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
R1769-20b,R1769,20,0.338983051,R,1769,D/FL,D/FL,D/FL,0,6.620739651,750.5,1,(2) Autoportrait Ordre de St Michel / Portrait de sa femme costume juif,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt Van Ryn,"Renouard, abbé",B,B,0,,22,18,396,,,squ_rect,396,bois (ovale),b,wood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
R1769-21,R1769,21,0.355932203,R,1769,D/FL,D/FL,D/FL,0,8.536995819,"5,100.0",1,"2 femmes dans un intérieur, cavalier","ter Borch II, Gerard",0,n/a,Gerard Terburck,"Boileau, Nicolas-François-Jacques for Choiseul-Praslin, Charles duc de",DC,C,1,D,31,25,775,,,squ_rect,775,toile,t,canvas,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-22,R1769,22,0.372881356,R,1769,D/FL,D/FL,D/FL,0,9.799792316,"18,030.0",1,Scène de fête paysanne (cocagne),"Teniers II the Younger, David",0,n/a,David Teniers,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,32,45,1440,,,squ_rect,1440,toile,t,canvas,1,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1769-23,R1769,23,0.389830508,R,1769,D/FL,D/FL,D/FL,0,8.888756748,"7,250.0",1,Vieillard distribuant de l'argent aux pauvres,"Teniers II the Younger, David",0,n/a,David Teniers,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,25,32,800,,,squ_rect,800,cuivre,c,copper,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-24,R1769,24,0.406779661,R,1769,D/FL,D/FL,D/FL,0,6.580639137,721.0,1,Scène de bord de mer,"Teniers II the Younger, David",0,n/a,David Teniers,"Sparre, comte de",C,C,0,,,,,,,squ_rect,,n/a,n/a,,1,19,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-25,R1769,25,0.423728814,R,1769,D/FL,D/FL,D/FL,0,7.426549072,"1,680.0",1,"Bergère, musiciens","Teniers II the Younger, David",0,n/a,David Teniers,"Rémy, Pierre for Choiseul-Praslin, Louis-César-Renaud, duc de",EC,C,1,E,10,7.75,77.5,,,squ_rect,77.5,cuivre,c,copper,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
R1769-26,R1769,26,0.440677966,R,1769,D/FL,D/FL,D/FL,0,6.774223886,875.0,1,Dehors de cabaret,"Teniers II the Younger, David",0,n/a,David Teniers,"Rémy, Pierre for Cossé-Brissac, Hyacinthe-Hugues-Timoléon, duc de",EC,C,1,E,5,9.5,47.5,,,squ_rect,47.5,cuivre,c,copper,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1769-27,R1769,27,0.457627119,R,1769,D/FL,D/FL,D/FL,0,9.287301413,"10,800.0",1,Intérieur de ferme,"Ostade (A), Adriaen van",0,n/a,Adrien van Ostade,"Rémy, Pierre for Randon de Boisset, Pierre-Louis-Paul",EC,C,1,E,15.75,21,330.75,,,squ_rect,330.75,bois,b,wood,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1769-28,R1769,28,0.474576271,R,1769,D/FL,D/FL,D/FL,0,8.735525186,"6,220.0",1,Epicière,"Dou, Gerrit",0,n/a,Gerard Dow,"Rémy, Pierre for Henriette Amalie von Anhalt-Dessau, Prinzessin",EC,C,1,E,12,8.75,105,,,squ_rect,105,bois cintré,b,wood,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-29,R1769,29,0.491525424,R,1769,D/FL,D/FL,D/FL,0,8.545780648,"5,145.0",1,Cuisiniere hollandaise (?),"Dou, Gerrit",0,n/a,Gerard Dow,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,7.25,5.75,41.6875,,,squ_rect,41.6875,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-30,R1769,30,0.508474576,R,1769,D/FL,D/FL,D/FL,0,8.389738612,"4,401.7",1,figure nue sort du bain,"Dou, Gerrit",0,n/a,Gerard Dow,"Rémy, Pierre for Gallitzin, Prince Demetrius Alekseyevich for Ekaterina II, empress of Russia",EBC,C,1,EB,9,7,63,,,squ_rect,63,bois,b,wood,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R1769-31,R1769,31,0.525423729,R,1769,D/FL,D/FL,D/FL,0,8.389738612,"4,401.7",1,Homme nu dans paysage,"Dou, Gerrit",0,n/a,Gerard Dow,"Rémy, Pierre for Gallitzin, Prince Demetrius Alekseyevich for Ekaterina II, empress of Russia",EBC,C,1,EB,9,7,63,,,squ_rect,63,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-32,R1769,32,0.542372881,R,1769,D/FL,D/FL,D/FL,0,8.389738612,"4,401.7",1,Femme se disposant à se baigner,"Dou, Gerrit",0,n/a,Gerard Dow,"Rémy, Pierre for Gallitzin, Prince Demetrius Alekseyevich for Ekaterina II, empress of Russia",EBC,C,1,EB,9,7,63,,,squ_rect,63,bois,b,wood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-33,R1769,33,0.559322034,R,1769,D/FL,D/FL,D/FL,0,8.612503371,"5,500.0",1,"Interieur, femme, servante, aiguiere, homme","Metsu, Gabriel",0,n/a,Gabriel Metzu,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,31,25,775,,,squ_rect,775,toile,t,canvas,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-34,R1769,34,0.576271186,R,1769,D/FL,D/FL,D/FL,0,7.217443432,"1,363.0",1,Marchande de poisson,"Metsu, Gabriel",0,n/a,Gabriel Metzu,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,11.25,6.75,75.9375,,,squ_rect,75.9375,bois,b,wood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-35,R1769,35,0.593220339,R,1769,D/FL,D/FL,D/FL,0,9.586033322,"14,560.0",1,Marché aux chevaux,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Donjeux, Vincent",D,D,0,,24,33,792,,,squ_rect,792,bois,b,wood,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-36a,R1769,36,0.610169492,R,1769,D/FL,D/FL,D/FL,0,7.740664402,"2,300.0",1,(2) Récréation militaire / Marche d'armée,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,13,17.5,227.5,,,squ_rect,227.5,bois,b,wood,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-36b,R1769,36,0.610169492,R,1769,D/FL,D/FL,D/FL,0,7.740664402,"2,300.0",1,(2) Récréation militaire / Marche d'armée,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,13,17.5,227.5,,,squ_rect,227.5,bois,b,wood,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-37a,R1769,37,0.627118644,R,1769,D/FL,D/FL,D/FL,0,7.824046011,"2,500.0",1,(2) La Fontaine de Vénus / Le Conseil des Chasseurs,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,15,20,300,,,squ_rect,300,bois,b,wood,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-37b,R1769,37,0.627118644,R,1769,D/FL,D/FL,D/FL,0,7.824046011,"2,500.0",1,(2) La Fontaine de Vénus / Le Conseil des Chasseurs,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Boileau, Nicolas-François-Jacques for Choiseul, Étienne-François, duc de",DC,C,1,D,15,20,300,,,squ_rect,300,bois,b,wood,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-38,R1769,38,0.644067797,R,1769,D/FL,D/FL,D/FL,0,6.684611728,800.0,1,Paysage avec scène mytho.,"Wouwerman, Philips",0,n/a,Philippe Wouwermans,"Folliot, Julien",D,D,0,,8.25,6.5,53.625,,,squ_rect,53.625,bois,b,wood,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-39a,R1769,39,0.661016949,R,1769,D/FL,D/FL,D/FL,0,7.46765674,"1,750.5",1,"(2) Paysages avec figures, ruines, animaux","Breenbergh, Bartholomeus",0,n/a,Bartholomée Bréemberg,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,16,20.75,332,,,squ_rect,332,cuivre,c,copper,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-39b,R1769,39,0.661016949,R,1769,D/FL,D/FL,D/FL,0,7.46765674,"1,750.5",1,"(2) Paysages avec figures, ruines, animaux","Breenbergh, Bartholomeus",0,n/a,Bartholomée Bréemberg,"Valade, Jean for Ravanne, Miotte de",DC,C,1,D,16,20.75,332,,,squ_rect,332,cuivre,c,copper,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-40a,R1769,40,0.677966102,R,1769,D/FL,D/FL,D/FL,0,6.400257445,602.0,1,"(2) Paysages, fabriques, figures","Breenbergh, Bartholomeus",0,n/a,Bartholomée Bréemberg,"Lainé for Brancas, Louis-Léon, duc de",DC,C,1,D,2.33,5,11.65,,,squ_rect,11.65,cuivre,c,copper,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-40b,R1769,40,0.677966102,R,1769,D/FL,D/FL,D/FL,0,6.400257445,602.0,1,"(2) Paysages, fabriques, figures","Breenbergh, Bartholomeus",0,n/a,Bartholomée Bréemberg,"Lainé for Brancas, Louis-Léon, duc de",DC,C,1,D,2.33,5,11.65,,,squ_rect,11.65,cuivre,c,copper,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-41,R1769,41,0.694915254,R,1769,D/FL,D/FL,D/FL,0,9.047821442,"8,500.0",1,Paysage avec figures et animaux,"Berchem, Nicolaes Pieterszoon",0,n/a,Nicolas Berghem,"Lainé for Brancas, Louis-Léon, duc de",DC,C,1,D,32.25,29.25,943.3125,,,squ_rect,943.3125,toile,t,canvas,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-42a,R1769,42,0.711864407,R,1769,D/FL,D/FL,D/FL,0,7.60090246,"2,000.0",1,"(2) Femmes, travaux domestiques dans paysage","Berchem, Nicolaes Pieterszoon",0,n/a,Nicolas Berghem,"Wille, Johan Georg",C,C,0,,13.5,18,243,,,squ_rect,243,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-42b,R1769,42,0.711864407,R,1769,D/FL,D/FL,D/FL,0,7.60090246,"2,000.0",1,"(2) Femmes, travaux domestiques dans paysage","Berchem, Nicolaes Pieterszoon",0,n/a,Nicolas Berghem,"Wille, Johan Georg",C,C,0,,13.5,18,243,,,squ_rect,243,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-43,R1769,43,0.728813559,R,1769,D/FL,D/FL,D/FL,0,8.075582637,"3,215.0",1,"Vaches, vachers, paysage","Potter (Pa), Paulus",0,n/a,Paul Potter,"Aubert, Ange-Joseph for Radix de Sainte-Foy, Claude-Pierre-Maximilien de",DC,C,1,D,18.25,16.5,301.125,,,squ_rect,301.125,bois,b,wood,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-44,R1769,44,0.745762712,R,1769,D/FL,D/FL,D/FL,0,7.208600338,"1,351.0",1,Boeufs dans une prairie,"Potter (Pa), Paulus",0,n/a,Paul Potter,"Rémy, Pierre for Randon de Boisset, Pierre-Louis-Paul",EC,C,1,E,11,13.75,151.25,,,squ_rect,151.25,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1769-45,R1769,45,0.762711864,R,1769,D/FL,D/FL,D/FL,0,7.922985959,"2,760.0",1,"Femme alitée, médecin","Mieris I (F), Frans van",0,n/a,Francois Mieris,Cochu,U,U,0,,18,13.5,243,,,squ_rect,243,bois cintré,b,wood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-46,R1769,46,0.779661017,R,1769,D/FL,D/FL,D/FL,0,8.03915739,"3,100.0",1,Femme donne une gimblette à un perroquet,"Mieris I (F), Frans van",0,n/a,Francois Mieris,"Rémy, Pierre for Choiseul-Praslin, Louis-César-Renaud, duc de",EC,C,1,E,8,6.5,52,,,squ_rect,52,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-47,R1769,47,0.796610169,R,1769,D/FL,D/FL,D/FL,0,6.182084907,484.0,1,Homme a mi corps a travers une arcade,"Mieris I (F), Frans van",0,n/a,Francois Mieris,"Sparre, comte de",C,C,0,,6.75,5.5,37.125,,,squ_rect,37.125,bois cintré,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1769-48,R1769,48,0.813559322,R,1769,D/FL,D/FL,D/FL,0,6.104793232,448.0,1,Homme et femme dans une chambre,"Steen, Jan",0,n/a,Jan Steen,"Sparre, comte de",C,C,0,,15,11.75,176.25,,,squ_rect,176.25,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
