name,country,parent,total,dems,repubs,year
National Cement Co,France,Vicat Group,1000,0,1000,2018
National Grid USA (National Grid plc),UK,National Grid plc,63000,47000,16000,2018
Natixis Investment Managers,France,Groupe BPCE,18500,10500,8000,2018
Nestle Purina PetCare (Nestle SA),Switzerland,Nestle,23750,9750,14000,2018
Nomura Holding America,Japan,Nomura Holdings,113500,48000,65500,2018
NOVA Chemicals,United Arab Emirates,International Petroleum Investment Co,0,0,0,2018
Novartis Corp (Novartis AG),Switzerland,Novartis AG,293000,166000,127000,2018
Novo Nordisk,Denmark,Novo Nordisk A/S,405938,188000,217938,2018
Novocure Inc,UK,Novocure,52200,6700,45500,2018
Nutrien Ltd,Canada,Nutrien Ltd,8000,0,8000,2018
Orano USA (Orano Group),France,Orano Group,11000,2500,8500,2018
Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,83000,45000,38000,2018
Patheon Pharmaceuticals,Netherlands,Patheon NV,10574,0,10574,2018
Permobil Inc (Investor AB),Sweden,Investor AB,8500,1000,7500,2018
Pernod Ricard USA,France,Pernod Ricard SA,23700,3000,20700,2018
Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,1500,0,1500,2018
Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,81000,41000,40000,2018
Philips Electronics North America (Philips),Netherlands,Philips Electronics,66000,33000,33000,2018
Protective Life Corp (Dai-Ichi Life),Japan,Dai-Ichi Life,64500,17700,46800,2018
Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,8941,0,8941,2018
RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,59500,35000,24500,2018
Recurrent Energy,Canada,Canadian Solar,2000,1000,1000,2018
RELX Inc,UK,RELX Group,207600,98500,109100,2018
Renewable Energy Systems Americas,UK,Renewable Energy Systems,15051,1000,13551,2018
Resolute Forest Products,Canada,Resolute Forest Products,80700,12200,67500,2018
Reynolds American (British American Tobacco),UK,British American Tobacco plc,385000,34000,351000,2018
Rio Tinto America,UK,Rio Tinto Group,12500,4500,8000,2018
Roho Group (Investor AB),Sweden,Investor AB,500,500,0,2018
Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,303500,78500,225000,2018
Safelite Group,Belgium,D'Ieteren SA,5700,1000,4700,2018
Samsung Electronics America,South Korea,Samsung Group,143000,72500,70500,2018
Sanofi US (Sanofi),France,Sanofi,443200,208700,234500,2018
Santander Bank (Banco Santander),Spain,Banco Santander,24500,9500,15000,2018
SAP America,Germany,SAP Aktiengesellschaft,59000,40000,19000,2018
Schaeffler Group USA,Germany,Schaeffler Group,2500,0,2500,2018
Securitas Security Services USA,Sweden,Securitas AB,0,0,0,2018
Serco Inc,UK,Serco Group,107500,40500,67000,2018
Shell Oil,Netherlands,Royal Dutch-Shell Group,23000,3500,19500,2018
Shire Holdings US (Shire PLC),Ireland,Shire Plc,84000,47000,37000,2018
Siemens Corp,Germany,Siemens AG,189250,76000,113250,2018
Smith & Nephew,UK,Smith & Nephew Plc,81000,36000,45000,2018
Smithfield Foods,China,WH Group,61000,21000,40000,2018
Smiths Detection (Smiths Group),UK,Smiths Group PLC,0,0,0,2018
Smiths Group Services Corp (Smiths Group),UK,Smiths Group PLC,134700,36500,98200,2018
Sodexo Inc,France,Sodexo,-1000,0,-1000,2018
Solvay America,Belgium,Solvay SA,19200,8000,11200,2018
Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,164000,85000,79000,2018
Sprint Corp (SoftBank Corp),Japan,Softbank Corp,184000,73500,110500,2018
SSAB Americas,Sweden,SSAB AB,13600,4500,9100,2018
Standard Insurance Co,Japan,Meiji Yasuda Life Insurance,10000,1000,7500,2018
Steris Corp,UK,Steris PLC,51000,16500,34500,2018
SUEZ Water,France,SUEZ Environnement,11000,10000,1000,2018
Sun Life Financial (Sun Life Financial),Canada,Sun Life Financial,23600,8900,12000,2018
Sunovion Pharmaceuticals (Sumitomo Chemical),Japan,Sumitomo Chemical,50500,26000,24500,2018
Sunpower Corp,France,Total SA,7000,2000,5000,2018
Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,13500,2500,11000,2018
Swiss Re America,Switzerland,Swiss Re,48000,19000,29000,2018
Syngenta Corp,China,ChemChina,125200,47500,77700,2018
T-Mobile USA,Germany,Deutsche Telekom AG,694500,314000,374500,2018
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,143500,77500,66000,2018
Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,26900,7000,19900,2018
TD Bank USA,Canada,Toronto-Dominion Bank,197500,91500,101000,2018
TE Connectivity,Switzerland,TE Connectivity,94000,34000,60000,2018
Terumo BCT,Japan,Terumo Corp,0,0,0,2018
Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,45500,17000,28500,2018
Toyota Motor North America,Japan,Toyota Motor Corp,874999,378000,496999,2018
TransAmerica,Netherlands,Aegon NV,458500,226500,230000,2018
Transcanada USA Services (Transcanada Corp),Canada,TransCanada Corp,149500,51500,94500,2018
Travelport Inc,UK,Travelport Ltd,1000,0,1000,2018
UBS Americas,Switzerland,UBS AG,1404750,650750,744000,2018
UCB Inc (UCB SA),Belgium,UCB SA,50500,7500,43000,2018
Ultra Electronics USA,UK,Ultra Electronics,59000,15000,44000,2018
UnionBanCal Corp,Japan,Bank of Tokyo,5000,5000,0,2018
Universal Music Group (Vivendi),France,Vivendi,114494,64494,50000,2018
Valent USA (Sumitomo Chemical),Japan,Sumitomo Chemical,16000,5500,10500,2018
VNA Holding (AB Volvo),Sweden,AB Volvo,16000,8000,8000,2018
VT Halter Marine,Singapore,ST Engineering,12500,0,12500,2018
Washington Gas Light Co (AltaGas Ltd),Canada,AltaGas Ltd,21000,13000,8000,2018
Westfield Corp (Unibail-Rodamco-Westfield),Australia,Westfield Group of Australia,4000,1500,2500,2018
Westinghouse Electric,Canada,Brookfield Business Partners,68500,25000,43500,2018
Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,45000,15500,29500,2018
WSP worldwide,Canada,WSP Global,151724,86650,65074,2018
XL America,Ireland,XL Group PLC,0,0,0,2018
ZF TRW Automotive (ZF Friedrichshafen AG),Germany,ZF Friedrichshafen AG,30000,14000,16000,2018
Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,173000,92500,80500,2018
ABB Group (ABB Group),Switzerland,Asea Brown Boveri,1000,1000,0,2020
Accenture (Accenture),Ireland,Accenture plc,75500,46000,29500,2020
Advance America Cash Advance Centers (Grupo Salinas),Mexico,Grupo Salinas,3000,1000,2000,2020
Air Liquide America,France,L'Air Liquide SA,11500,5000,6500,2020
Airbus Group,Netherlands,Airbus Group,79000,26500,52500,2020
Alkermes Inc,Ireland,Alkermes Plc,40250,11250,29000,2020
Allergan PLC (Allergan PLC),Ireland,Allergan PLC,98500,6000,92500,2020
Allianz of America (Allianz),Germany,Allianz AG Holding,34500,16100,18400,2020
Anheuser-Busch (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,218500,109000,109500,2020
AON Corp (AON plc),UK,AON PLC,29500,14000,15500,2020
APL Maritime (CMA CGM),France,CMA CGM SA,14000,8500,5500,2020
Arcadis US (Arcadis NV),Netherlands,Arcadis NV,0,0,0,2020
ArcelorMittal USA,Luxembourg,ArcelorMittal,21500,4000,17500,2020
Arch Capital Group (US),UK,Arch Capital Group,7000,3500,3500,2020
Arkema Inc,France,Arkema,43500,17000,26500,2020
Ash Grove (CRH Plc),Ireland,CRH PLC,0,0,0,2020
Ashton Woods Corp,Canada,Great Gulf Group,0,0,0,2020
Assured Guaranty Municipal Corp (Assured Guaranty US Holdings),UK,Assured Guaranty Ltd,67500,38100,29400,2020
Astellas US,Japan,Astellas Pharma,40000,29000,11000,2020
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,115500,53500,62000,2020
Atkins North America,UK,WS Atkins PLC,9700,0,9700,2020
Austal USA,Australia,Austal,6200,2700,3500,2020
Avangrid Inc (Iberdrola SA),Spain,Iberdrola SA,27000,10500,14000,2020
AXA Equitable Life Insurance (AXA),France,AXA,41000,13500,27500,2020
Bacardi USA,UK,Bacardi Ltd,11500,4500,6000,2020
BAE Systems (BAE Systems),UK,BAE Systems,301000,147000,154000,2020
Barclays Group US,UK,Barclays plc,18000,8000,10000,2020
Barrick Goldstrike Mines,Canada,Barrick Gold Corp,11000,6500,4500,2020
BASF Corp,Germany,BASF SE,126500,57500,69000,2020
Bayer Corp (Bayer AG),Germany,Bayer AG,103000,41500,61500,2020
Bayer CropScience (Bayer AG),Germany,Bayer AG,-4500,-4500,0,2020
BBVA USA,Spain,Banco Bilbao Vizcaya Argentaria,154500,44000,110500,2020
Beam Suntory (Suntory Holdings),Japan,Suntory Holdings,14331,9500,4831,2020
BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,80300,37800,42500,2020
BMO Financial Corp (Bank of Montreal),Canada,Bank of Montreal,0,0,0,2020
Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,48500,23000,25500,2020
Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,27500,17500,10000,2020
BP,UK,BP PLC,104500,28000,76500,2020
Bridgestone Americas,Japan,Bridgestone Corp,7500,2500,5000,2020
Bumble Bee Foods,UK,Lion Capital,1000,1000,0,2020
"Burson, Cohn & Wolfe (WPP Group)",UK,WPP Group,21000,8500,12500,2020
Buzzi Unicem USA (Buzzi Unicem SpA),Italy,Buzzi Unicem SpA,500,0,500,2020
CalPortland Co,Japan,Taiheiyo Cement Co,30000,10000,20000,2020
Cardtronics Inc,UK,Cardtronics Plc,0,0,0,2020
Carmeuse Lime,Netherlands,Carmeuse Holding SA,0,0,0,2020
Case New Holland,Netherlands,CNH Global,36500,1500,35000,2020
CEMEX Inc,Mexico,CEMEX SA de CV,56000,23500,32500,2020
CGI Technologies & Solutions,Canada,Groupe CGI,12500,7500,5000,2020
Chicago Bridge & Iron (McDermott International),Panama,McDermott International,5470,470,5000,2020
Chubb Group of Insurance Companies,Switzerland,Chubb Ltd,76000,28500,47500,2020
CIBC Bancorp,Canada,Canadian Imperial Bank of Commerce,3000,2000,1000,2020
Cirrus Aircraft Corp,China,China Aviation Industry General Aircraft,1500,1500,0,2020
Cobham Management Services,UK,Cobham PLC,64000,13500,50500,2020
Continental Automotive Systems (Continental AG),Germany,Continental AG,17500,8500,9000,2020
Covestro LLC (Covestro AG),Germany,Covestro AG,17500,2000,15500,2020
Credit Suisse Securities,Switzerland,Credit Suisse Group,22000,6000,16000,2020
CRH Americas (CRH PLC),Ireland,CRH PLC,236500,56500,180000,2020
CSL Behring,Australia,CSL Ltd,30000,13500,16500,2020
Daimler Trucks North America (Daimler AG),Germany,Daimler AG,2500,0,2500,2020
Delhaize America,Belgium,Ahold Delhaize,3500,1000,2500,2020
Deutsche Bank Securities,Germany,Deutsche Bank AG,0,0,0,2020
Diageo North America (Diageo PLC),UK,Diageo PLC,20108,11060,9048,2020
Direct Energy Inc,UK,Centrica Plc,0,0,0,2020
Eaton Corp (Eaton Corp),Ireland,Eaton Plc,13000,4500,8500,2020
EDF Renewables (EDF Group),France,EDF Group,8000,4500,3500,2020
EDP Renewables NA,Portugal,EDP Renovaveis,9000,4000,5000,2020
Eisai Inc,Japan,Eisai Co Ltd,2500,2500,0,2020
Elbit Systems of America,Israel,Elbit Systems Ltd,34600,6600,28000,2020
Elekta Inc (Elekta AB),Sweden,Elekta AB,27500,12000,15500,2020
Embraer Aircraft Holdings,Brazil,Embraer-Empresa Brasileira de Aeronautic,18000,5000,13000,2020
EMD Serono Inc,Germany,Merck KGaA,53500,28500,25000,2020
Enbridge Inc,Canada,Enbridge Inc,12500,4500,8000,2020
EnCana Oil & Gas USA (EnCana Corp),Canada,EnCana Corp,19500,5000,14500,2020
Endo Pharmaceuticals,Ireland,Endo International,0,0,0,2020
ENGIE North America,France,ENGIE,0,0,0,2020
Ericsson Inc,Sweden,Telefonaktiebolaget LM Ericsson,10500,5000,5500,2020
Experian,UK,Experian plc,264500,119500,145000,2020
Farmers Group (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,83500,32500,51000,2020
First Hawaiian Bank (BNP Paribas),France,BNP Paribas,0,0,0,2020
Florida East Coast Industries (SoftBank Corp),Japan,SoftBank Corp,34000,13500,20500,2020
Florida East Coast Railway (Grupo Mexico),Mexico,Grupo Mexico,500,500,0,2020
Framatome (EDF Group),France,EDF Group,16000,14000,2000,2020
Fresenius Medical Care North America,Germany,Fresenius Medical Care,169500,93500,76000,2020
G4S Secure Solutions,UK,G4S plc,0,0,0,2020
Garmin International (Garmin Ltd),Switzerland,Garmin Ltd,7000,0,7000,2020
GE Appliances,China,Haier Group,8500,5000,3500,2020
Genentech Inc (Roche Holdings),Switzerland,Roche Holdings,215000,97500,117500,2020
General Cigar Co,Sweden,Scandinavian Tobacco Group,0,0,0,2020
Gerdau Ameristeel Corp,Brazil,Gerdau,2000,0,2000,2020
Glanbia Foods,Ireland,Glanbia PLC,0,0,0,2020
GlaxoSmithKline,UK,GlaxoSmithKline,76000,30000,46000,2020
Glover Park Group (WPP Group),UK,WPP Group,58700,43200,15500,2020
Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,4000,0,4000,2020
Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,0,0,0,2020
Greyhound Lines,UK,FirstGroup PLC,7500,6500,1000,2020
Headwaters Inc,Australia,Boral Ltd,10000,0,10000,2020
Heineken USA,Netherlands,L'Arche Green NV,20500,11500,9000,2020
Herbalife Nutrition,UK,Herbalife Ltd,49000,32000,17000,2020
Horizon Therapeutics,Ireland,Horizon Pharma PLC,31000,7500,23500,2020
HSBC North America (HSBC Holdings),UK,HSBC Holdings,1000,0,1000,2020
HSBC North America (HSBC Holdings),UK,HSBC Holdings,60000,7500,52500,2020
IBI Group Engineering Services,Canada,IBI Group,0,0,0,2020
IDEMIA Identity & Security (IDEMIA),France,Safran SA,6000,2500,3500,2020
Infineon Technologies,Germany,Infineon Technologies AG,7500,5500,2000,2020
Ingersoll-Rand,Ireland,Ingersoll Rand Co,2000,0,2000,2020
Intelsat Holdings (Serafina SA),Luxembourg,Intelsat SA,1500,0,1500,2020
International Game Technology,Italy,B&D Holding Di Marco Drago e C Sapa,16000,10000,6000,2020
ITG Brands,UK,Imperial Brands,0,0,0,2020
Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,40000,3500,36500,2020
Jackson National Life Insurance (Prudential PLC),UK,Prudential PLC,98000,33000,65000,2020
JBS USA,Brazil,JBS SA,16000,2000,14000,2020
John Hancock Life Insurance,Canada,Manulife Financial,47900,28500,19400,2020
Johnson Controls (Johnson Controls International),Ireland,Johnson Controls International,139900,68900,71000,2020
Komatsu Mining,Japan,Komatsu Ltd,16500,0,16500,2020
LafargeHolcim (LafargeHolcim),Switzerland,LaFargeHolcim,30000,3500,26500,2020
Lanxess Corp,Germany,Lanxess Corp,1000,500,500,2020
Lehigh Hanson,Germany,HeidelbergCement AG,38500,7500,31000,2020
Leonardo DRS,Italy,Finmeccanica SpA,46000,23000,23000,2020
Lincare Holdings (Linde plc),UK,Linde plc,4500,0,4500,2020
Linde North America (Linde plc),UK,Linde plc,0,0,0,2020
Linde plc (Linde plc),UK,Linde Plc,7000,6000,1000,2020
Livanova Inc,UK,Livanova Plc,1000,0,1000,2020
Louis Dreyfus Co,Netherlands,Louis Dreyfus Holding B.V.,0,0,0,2020
LSEG US,UK,London Stock Exchange Group,18000,8500,9500,2020
Lundbeck Inc,Denmark,H Lundbeck A/S,36500,18500,18000,2020
Maersk Inc (AP Moller-Maersk),Denmark,AP Møller-Mærsk,18500,11500,7000,2020
Magnolia LNG,Australia,LNG Limited,0,0,0,2020
Mallinckrodt Pharmaceuticals,UK,Mallinckrodt Plc,31000,10000,21000,2020
Marinette Marine,Italy,Fincantieri-Cantieri Navali Italiani SpA,9500,3500,6000,2020
Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,2500,0,2500,2020
Maxar Technologies (Maxar Technologies),Canada,Maxar Technologies,30000,9000,21000,2020
MBDA Inc,UK,MBDA,0,0,0,2020
Medtronic Inc,Ireland,Medtronic Plc,97500,47500,50000,2020
Messer North America,Germany,Messer Group,0,0,0,2020
MillerCoors LLC (Anheuser-Busch InBev),Belgium,Anheuser-Busch InBev,28000,10500,17500,2020
Mitsubishi Hitachi Power Systems,Japan,Mitsubishi Hitachi Power Systems,1000,0,1000,2020
Mr Cooper Group (SoftBank Corp),Japan,SoftBank Corp,8000,2000,6000,2020
Munich American Reassurance,Germany,Munich Re Group,5000,5000,0,2020
Mylan Inc,Netherlands,Mylan NV,109500,55500,54000,2020
Nammo Talley Inc,Norway,Nammo AS,3500,1000,2500,2020
National Grid USA (National Grid plc),UK,National Grid plc,12800,9800,3000,2020
Natixis Investment Managers,France,Groupe BPCE,4011,1000,3011,2020
Nestle Purina PetCare (Nestle SA),Switzerland,Nestle,2000,0,2000,2020
Nomura Holding America,Japan,Nomura Holdings,32000,22500,9500,2020
NOVA Chemicals,United Arab Emirates,International Petroleum Investment Co,0,0,0,2020
Novartis Corp (Novartis AG),Switzerland,Novartis AG,131500,58500,73000,2020
Novo Nordisk,Denmark,Novo Nordisk A/S,120013,60927,59086,2020
Novocure Inc,UK,Novocure,26800,0,26800,2020
Nutrien Ag Solutions,Canada,Nutrien Ltd,8500,1000,7500,2020
Orano USA (Orano Group),France,Orano Group,1500,0,1500,2020
Otsuka America (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,2500,500,2000,2020
Pernod Ricard USA,France,Pernod Ricard SA,2000,0,2000,2020
Peter Pan Seafoods,Japan,Maruha Nichiro Holdings,0,0,0,2020
Pharmavite LLC (Otsuka Pharmaceutical),Japan,Otsuka Pharmaceutical,24000,11000,13000,2020
Philips Electronics North America (Philips),Netherlands,Philips Electronics,32000,17000,15000,2020
Protective Life Corp (Dai-Ichi Life),Japan,Dai-Ichi Life,57300,10000,47300,2020
Putnam Investments (Power Financial Corp),Canada,Power Financial Corp,5237,0,5237,2020
RBC Bank (Royal Bank of Canada),Canada,Royal Bank of Canada,11000,6000,5000,2020
Recurrent Energy,Canada,Canadian Solar,0,0,0,2020
RELX Inc,UK,RELX Group,128000,50000,78000,2020
Resolute Forest Products,Canada,Resolute Forest Products,20500,2000,18500,2020
Reynolds American (British American Tobacco),UK,British American Tobacco plc,96000,31000,65000,2020
Rio Tinto America,UK,Rio Tinto Group,3500,0,3500,2020
Roche Diagnostics (Roche Holdings),Switzerland,Roche Holdings,31000,10500,20500,2020
Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce PLC,114500,38000,76500,2020
Safelite Group,Belgium,D'Ieteren SA,-3000,0,-3000,2020
Samsung Electronics America,South Korea,Samsung Group,63500,33500,30000,2020
Sanofi US (Sanofi),France,Sanofi,128500,69000,59500,2020
Santander Bank (Banco Santander),Spain,Banco Santander,45500,22000,23500,2020
SAP America,Germany,SAP Aktiengesellschaft,6000,6000,0,2020
Securitas Security Services USA,Sweden,Securitas AB,0,0,0,2020
Serco Inc,UK,Serco Group,23500,13500,10000,2020
Shell Oil,Netherlands,Royal Dutch-Shell Group,4000,0,4000,2020
Shire Holdings US (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,-12500,-1500,-11000,2020
Siemens Corp,Germany,Siemens AG,39500,20500,19000,2020
Smith & Nephew,UK,Smith & Nephew Plc,34500,14000,20500,2020
Smithfield Foods,China,WH Group,20000,3500,16500,2020
Smiths Group Services Corp (Smiths Group),UK,Smiths Group PLC,26000,13500,12500,2020
Sodexo Inc,France,Sodexo,3000,0,3000,2020
Solvay America,Belgium,Solvay SA,20000,8500,11500,2020
Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,67000,45500,21500,2020
Sprint Corp (SoftBank Corp),Japan,Softbank Corp,87000,39500,47500,2020
SSAB Americas,Sweden,SSAB AB,7500,500,7000,2020
Standard Insurance Co,Japan,Meiji Yasuda Life Insurance,0,0,0,2020
Steris Corp,UK,Steris PLC,5750,5500,250,2020
SUEZ Water,France,SUEZ Environnement,2500,1500,1000,2020
Sun Life Financial (Sun Life Financial),Canada,Sun Life Financial,39000,27500,9000,2020
Sunovion Pharmaceuticals (Sumitomo Chemical),Japan,Sumitomo Chemical,38000,18000,20000,2020
Sunpower Corp,France,Total SA,4500,4500,0,2020
Swedish Match North America (Swedish Match AB),Sweden,Swedish Match AB,1000,0,1000,2020
Swiss Re America,Switzerland,Swiss Re,61000,38500,22500,2020
Syngenta Corp,China,ChemChina,23500,8500,15000,2020
T-Mobile USA,Germany,Deutsche Telekom AG,365500,185000,179500,2020
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan,Takeda Pharmaceutical Co,24500,11500,13000,2020
Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,5000,1000,4000,2020
TD Bank USA,Canada,Toronto-Dominion Bank,55700,19700,36000,2020
TE Connectivity,Switzerland,TE Connectivity,22000,6000,16000,2020
Teva Pharmaceuticals USA,Israel,Teva Pharmaceutical Industries,10500,6500,4000,2020
Toyota Motor North America,Japan,Toyota Motor Corp,391100,186000,205100,2020
TransAmerica,Netherlands,Aegon NV,242500,120000,122500,2020
Transcanada USA Services (Transcanada Corp),Canada,TransCanada Corp,57500,16500,41000,2020
Travelport Inc,UK,Travelport Ltd,0,0,0,2020
UBS Americas,Switzerland,UBS AG,607500,239500,368000,2020
UCB Inc (UCB SA),Belgium,UCB SA,2500,1500,1000,2020
Ultra Electronics USA,UK,Ultra Electronics,15000,5000,10000,2020
Universal Music Group (Vivendi),France,Vivendi,48500,25500,23000,2020
Valent USA (Sumitomo Chemical),Japan,Sumitomo Chemical,6500,3500,3000,2020
VNA Holding (AB Volvo),Sweden,AB Volvo,16000,4000,12000,2020
VT Halter Marine,Singapore,ST Engineering,5200,0,5200,2020
Washington Gas Light Co (AltaGas Ltd),Canada,AltaGas Ltd,6500,6500,0,2020
Westinghouse Electric,Canada,Brookfield Business Partners,15500,3500,12000,2020
Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,0,0,0,2020
WSP worldwide,Canada,WSP Global,49750,39250,10500,2020
ZF TRW Automotive (ZF Friedrichshafen AG),Germany,ZF Friedrichshafen AG,0,0,0,2020
Zurich Insurance (Zurich Insurance Group),Switzerland,Zurich Financial Services AG,84000,56000,28000,2020
